time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.485837,0.0069,0.0332,0.0866,0.093
3.49449,0.0078,0.0369,0.0942,0.101
3.5050220000000003,0.0081,0.0384,0.0962,0.104
3.5156410000000005,0.0087,0.0407,0.1,0.108
3.526123,0.0095,0.0441,0.1061,0.115
3.5363490000000004,0.0106,0.0493,0.1164,0.127
3.54544,0.0123,0.057,0.1319,0.144
3.556253,0.0145,0.0676,0.1532,0.168
3.5656990000000004,0.0166,0.0775,0.1725,0.19
3.575762,0.0181,0.0854,0.1867,0.206
3.58648,0.0186,0.0885,0.1904,0.211
3.596406,0.0191,0.091,0.1932,0.214
3.6061560000000004,0.0198,0.094,0.1969,0.219
3.616809,0.0207,0.0969,0.2007,0.224
3.6262870000000005,0.0218,0.1006,0.2058,0.23
3.637405,0.0234,0.1054,0.2132,0.239
3.6477440000000003,0.0247,0.1079,0.2164,0.243
3.6573219999999997,0.0258,0.1089,0.217,0.244
3.668267,0.027,0.1098,0.2173,0.245
3.6779979999999997,0.028,0.1094,0.2155,0.243
3.6876100000000003,0.0293,0.1089,0.2135,0.241
3.6989099999999997,0.0308,0.1093,0.2132,0.242
3.7076279999999997,0.0332,0.1125,0.2186,0.248
3.718317,0.0348,0.1133,0.2201,0.25
3.728225,0.0373,0.1155,0.2255,0.256
3.7391820000000004,0.0391,0.1143,0.2256,0.256
3.748747,0.0418,0.1154,0.231,0.262
3.7586960000000005,0.046,0.1193,0.244,0.275
3.7690200000000003,0.0496,0.1201,0.252,0.283
3.77883,0.0572,0.1284,0.2784,0.312
3.788545,0.0716,0.1484,0.3355,0.374
3.798928,0.0834,0.1595,0.3758,0.417
3.809392,0.0941,0.1668,0.4095,0.452
3.819306,0.1013,0.1665,0.4254,0.468
3.8301790000000002,0.1044,0.1601,0.4244,0.465
3.840388,0.1021,0.1473,0.4031,0.441
3.849869,0.0946,0.1292,0.3629,0.397
3.859655,0.0871,0.1134,0.3257,0.356
3.8710570000000004,0.0906,0.1121,0.3314,0.361
3.8803710000000002,0.0929,0.1097,0.3347,0.364
3.890015,0.0835,0.0941,0.295,0.321
3.9011890000000005,0.0709,0.0765,0.2476,0.269
3.9105680000000005,0.0566,0.0586,0.1956,0.212
3.9211470000000004,0.0497,0.0499,0.1713,0.185
3.931554,0.0481,0.0475,0.1672,0.18
3.9413220000000004,0.0457,0.0451,0.1608,0.173
3.9523520000000003,0.0422,0.0419,0.1506,0.162
3.9614200000000004,0.0358,0.0362,0.1299,0.14
3.9712440000000004,0.0298,0.031,0.1102,0.118
3.9810860000000003,0.0164,0.0177,0.0618,0.066
3.991283,-0.0062,-0.007,-0.0239,0.026
4.001917,-0.0235,-0.0274,-0.0912,0.098
4.012504,-0.0397,-0.0479,-0.1559,0.168
4.022267,-0.0521,-0.065,-0.2078,0.224
4.032787,-0.0591,-0.0759,-0.2397,0.258
4.042309,-0.0589,-0.0772,-0.2426,0.261
4.054439,-0.0553,-0.0739,-0.2321,0.25
4.062712,-0.0477,-0.0648,-0.2039,0.219
4.072529,-0.0452,-0.0626,-0.1969,0.211
4.083561,-0.0427,-0.06,-0.1883,0.202
4.093504,-0.0306,-0.0437,-0.1372,0.147
4.106334,-0.0173,-0.025,-0.0786,0.084
4.1132290000000005,-0.0035,-0.0052,-0.0163,0.017
4.123173,0.003,0.0044,0.0137,0.015
4.134087,0.0035,0.0052,0.0162,0.017
4.144201,0.0048,0.0071,0.022,0.024
4.154262,0.0057,0.0084,0.0258,0.028
4.1638910000000005,0.006,0.0087,0.0268,0.029
4.173953,0.0067,0.0096,0.0295,0.032
4.184176,0.0093,0.0133,0.0408,0.044
4.194478,0.0133,0.0189,0.0578,0.062
4.204195,0.0179,0.0256,0.0776,0.084
4.215016,0.0244,0.0353,0.106,0.114
4.224945,0.032,0.0471,0.1396,0.151
4.238687,0.0395,0.0593,0.1735,0.188
